age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
44,admin.,single,secondary,no,469,yes,yes,cellular,12,158,2,-1,0,unknown,no
42,blue-collar,married,primary,no,550,yes,no,cellular,20,76,6,-1,0,unknown,no
54,management,married,tertiary,no,-305,yes,no,unknown,26,280,3,-1,0,unknown,no
42,management,married,tertiary,no,2187,yes,no,cellular,17,525,3,-1,0,unknown,yes
59,technician,married,secondary,no,0,no,no,cellular,29,62,2,-1,0,unknown,no
28,management,single,tertiary,no,1027,yes,no,cellular,14,433,1,-1,0,unknown,no
30,admin.,married,secondary,no,0,no,no,cellular,1,318,1,-1,0,unknown,yes
53,technician,married,secondary,no,530,no,no,cellular,18,244,1,-1,0,unknown,no
60,retired,married,primary,no,8025,no,no,cellular,28,194,1,-1,0,unknown,no
47,blue-collar,single,primary,no,133,yes,no,cellular,14,285,1,330,3,other,no
54,admin.,divorced,secondary,no,200,no,no,cellular,3,170,1,-1,0,unknown,yes
31,technician,single,tertiary,no,1081,no,no,cellular,24,202,5,261,2,failure,yes
51,housemaid,married,primary,no,618,yes,yes,cellular,30,277,1,85,1,failure,no
32,unemployed,married,secondary,no,-160,yes,no,unknown,28,27,1,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,146,yes,no,cellular,12,97,3,365,6,failure,no
28,admin.,single,secondary,no,207,yes,no,cellular,13,329,1,-1,0,unknown,no
60,blue-collar,married,primary,no,136,yes,no,unknown,8,43,2,-1,0,unknown,no
33,services,married,secondary,no,684,yes,no,unknown,27,474,1,-1,0,unknown,no
57,retired,divorced,primary,no,698,no,no,telephone,9,135,3,191,2,failure,no
38,management,married,tertiary,no,1199,no,no,cellular,3,482,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,159,yes,no,unknown,21,207,3,-1,0,unknown,no
51,services,single,unknown,no,415,no,no,cellular,8,210,2,-1,0,unknown,no
46,management,married,primary,no,1267,yes,yes,cellular,18,187,2,-1,0,unknown,no
73,retired,divorced,primary,no,2308,no,no,telephone,30,163,2,-1,0,unknown,yes
41,management,married,tertiary,no,328,yes,no,cellular,29,65,12,-1,0,unknown,no
40,services,married,secondary,no,293,no,no,telephone,4,192,2,-1,0,unknown,no
33,services,single,secondary,no,3269,no,yes,cellular,21,381,1,126,1,failure,no
48,blue-collar,married,secondary,no,305,no,no,telephone,30,169,3,-1,0,unknown,no
40,housemaid,married,primary,no,979,no,no,cellular,15,106,4,-1,0,unknown,no
47,technician,married,secondary,no,3519,no,yes,telephone,22,152,1,-1,0,unknown,no
46,technician,married,tertiary,no,3009,no,no,cellular,4,58,2,-1,0,unknown,no
29,student,single,tertiary,no,652,yes,no,cellular,22,285,1,-1,0,unknown,no
53,management,married,tertiary,no,7249,yes,yes,cellular,19,350,1,-1,0,unknown,no
43,self-employed,married,secondary,no,1239,yes,yes,telephone,23,355,3,-1,0,unknown,no
34,management,married,tertiary,no,611,no,no,cellular,2,350,1,-1,0,unknown,yes
27,technician,single,secondary,no,1187,no,no,cellular,28,120,2,-1,0,unknown,no
36,technician,married,secondary,no,494,yes,no,unknown,9,83,3,-1,0,unknown,no
42,technician,single,unknown,no,11115,no,no,cellular,30,328,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,-112,no,yes,cellular,15,128,1,-1,0,unknown,no
41,technician,single,tertiary,no,5365,yes,no,cellular,7,412,2,-1,0,unknown,no
32,technician,single,secondary,no,483,no,no,cellular,8,580,3,-1,0,unknown,yes
51,technician,married,secondary,no,100,no,no,cellular,2,467,2,-1,0,unknown,yes
47,management,married,tertiary,no,2306,no,no,telephone,6,239,4,-1,0,unknown,yes
45,admin.,married,secondary,no,524,yes,no,cellular,23,808,1,-1,0,unknown,yes
41,technician,divorced,secondary,no,348,yes,no,cellular,7,225,2,275,2,failure,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,95,1,-1,0,unknown,no
34,admin.,married,secondary,no,95,yes,no,cellular,18,114,4,364,22,other,no
65,unknown,married,unknown,no,300,no,no,cellular,12,105,1,-1,0,unknown,no
49,technician,married,secondary,no,633,no,no,cellular,5,201,2,-1,0,unknown,no
36,services,single,primary,no,183,no,no,unknown,12,167,5,-1,0,unknown,no
34,services,married,secondary,no,145,no,yes,cellular,22,152,2,-1,0,unknown,no
33,technician,single,secondary,no,338,yes,no,cellular,29,105,4,-1,0,unknown,no
44,blue-collar,married,primary,no,-171,yes,no,unknown,7,441,2,-1,0,unknown,no
32,technician,divorced,secondary,no,409,no,yes,cellular,26,74,4,-1,0,unknown,no
36,management,married,secondary,no,565,no,no,cellular,27,300,1,-1,0,unknown,yes
37,blue-collar,married,unknown,no,897,yes,no,cellular,7,339,2,-1,0,unknown,no
54,technician,married,secondary,no,473,no,yes,cellular,2,182,1,81,1,failure,yes
30,technician,single,secondary,no,5,no,no,cellular,19,120,6,-1,0,unknown,no
35,management,single,secondary,no,81,yes,no,cellular,29,79,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,220,yes,no,cellular,14,142,2,88,2,failure,no
32,technician,married,tertiary,no,396,yes,no,cellular,13,205,3,-1,0,unknown,no
42,admin.,single,tertiary,no,634,no,no,cellular,31,451,2,-1,0,unknown,no
31,admin.,married,secondary,no,307,yes,no,unknown,9,538,1,-1,0,unknown,yes
42,admin.,divorced,secondary,no,-172,yes,yes,unknown,4,179,1,-1,0,unknown,no
48,management,married,tertiary,no,1093,yes,yes,cellular,13,1226,2,-1,0,unknown,yes
48,admin.,divorced,secondary,no,0,no,yes,cellular,11,487,3,-1,0,unknown,no
34,technician,married,secondary,no,2467,no,no,cellular,3,368,1,-1,0,unknown,no
56,management,married,tertiary,no,1674,yes,yes,cellular,10,143,1,-1,0,unknown,no
53,blue-collar,married,primary,no,751,yes,no,cellular,3,1528,2,-1,0,unknown,yes
34,admin.,single,secondary,no,63,yes,no,cellular,17,678,1,-1,0,unknown,yes
38,blue-collar,single,primary,no,1465,yes,no,unknown,16,239,2,-1,0,unknown,no
61,management,married,tertiary,no,3371,no,no,cellular,28,299,2,-1,0,unknown,yes
44,blue-collar,single,unknown,no,4330,no,no,unknown,18,16,9,-1,0,unknown,no
32,technician,married,secondary,no,-91,yes,no,unknown,26,95,2,-1,0,unknown,no
30,admin.,married,tertiary,no,631,no,no,cellular,13,293,3,-1,0,unknown,no
34,technician,divorced,tertiary,no,501,yes,no,unknown,19,546,12,-1,0,unknown,no
38,technician,divorced,tertiary,no,348,no,no,unknown,20,446,1,-1,0,unknown,no
35,blue-collar,married,unknown,no,-465,no,no,cellular,12,158,1,351,1,failure,no
26,self-employed,single,tertiary,no,3044,yes,yes,cellular,17,550,1,325,1,other,no
39,technician,married,secondary,no,211,no,no,telephone,6,53,2,-1,0,unknown,no
25,admin.,single,tertiary,no,760,yes,no,cellular,27,223,3,89,2,failure,yes
32,admin.,single,secondary,no,678,yes,no,cellular,4,1579,1,246,4,failure,yes
30,management,single,tertiary,no,60,no,no,cellular,27,87,3,-1,0,unknown,no
71,retired,married,secondary,no,1998,no,no,cellular,23,201,1,-1,0,unknown,no
25,student,single,secondary,no,1957,no,no,cellular,24,1207,4,385,1,failure,yes
32,technician,married,secondary,no,-1,no,no,cellular,14,153,6,-1,0,unknown,no
51,admin.,married,secondary,no,1204,no,no,cellular,29,317,4,-1,0,unknown,no
45,admin.,married,secondary,no,3006,no,no,cellular,29,388,2,-1,0,unknown,yes
35,management,married,tertiary,no,387,yes,no,cellular,16,254,2,-1,0,unknown,no
25,admin.,single,secondary,no,66,yes,no,unknown,9,271,3,-1,0,unknown,no
44,admin.,married,secondary,no,132,no,no,cellular,21,103,5,124,4,success,no
48,services,married,secondary,no,0,no,no,cellular,7,163,5,-1,0,unknown,no
30,technician,married,secondary,no,2371,yes,yes,cellular,25,237,5,-1,0,unknown,no
46,management,married,tertiary,no,0,yes,no,cellular,17,155,1,199,2,failure,no
41,blue-collar,married,secondary,no,849,yes,yes,cellular,12,100,4,-1,0,unknown,no
39,services,single,unknown,no,257,yes,no,unknown,5,408,1,-1,0,unknown,no
25,technician,single,secondary,no,9154,yes,no,telephone,4,40,5,-1,0,unknown,no
42,technician,married,secondary,no,827,no,no,cellular,25,153,3,-1,0,unknown,no
33,admin.,married,tertiary,no,88,yes,yes,cellular,18,86,1,-1,0,unknown,no
36,admin.,married,secondary,no,96,no,no,cellular,2,302,1,-1,0,unknown,yes
41,management,single,tertiary,no,195,no,no,cellular,20,125,1,167,2,failure,no
39,services,single,secondary,no,91,no,no,cellular,3,213,1,185,1,success,yes
31,blue-collar,married,secondary,no,1716,yes,no,cellular,13,542,2,340,2,other,no
42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,129,1,172,3,failure,no
47,blue-collar,married,secondary,no,1001,yes,no,unknown,7,201,4,-1,0,unknown,no
53,technician,married,secondary,no,879,no,no,cellular,5,176,1,-1,0,unknown,no
30,technician,divorced,secondary,no,3100,yes,no,unknown,21,154,4,-1,0,unknown,no
36,management,married,tertiary,no,3949,no,no,cellular,28,130,2,-1,0,unknown,yes
46,blue-collar,married,primary,no,2653,no,no,cellular,18,314,4,-1,0,unknown,no
27,admin.,single,secondary,no,4745,no,no,telephone,12,411,4,192,1,other,yes
48,management,divorced,tertiary,no,4961,yes,no,unknown,17,64,1,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,160,yes,no,unknown,30,151,2,-1,0,unknown,no
31,management,married,secondary,no,678,yes,no,cellular,29,249,1,259,4,failure,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,502,1,7,2,failure,no
22,technician,single,secondary,no,356,yes,no,unknown,27,518,2,-1,0,unknown,no
71,technician,married,tertiary,no,383,no,no,cellular,27,327,2,183,3,success,no
27,blue-collar,married,secondary,no,5505,yes,yes,cellular,25,134,1,-1,0,unknown,no
33,services,married,secondary,no,39,yes,no,unknown,4,66,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,412,yes,no,unknown,3,316,1,-1,0,unknown,no
57,technician,single,secondary,no,806,yes,no,unknown,29,77,1,-1,0,unknown,no
30,student,single,secondary,no,948,yes,no,cellular,11,150,1,370,2,failure,no
20,student,single,unknown,no,829,no,no,cellular,27,196,3,202,2,success,yes
48,blue-collar,married,unknown,no,113,no,no,cellular,11,104,13,-1,0,unknown,no
49,blue-collar,married,primary,no,0,yes,yes,telephone,23,97,6,-1,0,unknown,no
33,blue-collar,single,secondary,no,76,yes,no,unknown,4,1141,4,-1,0,unknown,yes
40,admin.,single,secondary,no,739,yes,no,unknown,16,132,1,-1,0,unknown,no
32,management,single,tertiary,no,252,no,no,cellular,4,216,2,-1,0,unknown,no
44,management,divorced,tertiary,no,3321,no,no,cellular,13,73,3,-1,0,unknown,no
36,admin.,single,secondary,no,148,yes,no,cellular,15,1357,4,374,2,failure,yes
45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,37,1,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,5,253,1,97,4,success,yes
26,self-employed,single,tertiary,no,1078,no,no,cellular,30,99,2,-1,0,unknown,no
31,technician,married,tertiary,no,0,no,no,cellular,29,70,2,-1,0,unknown,no
49,admin.,divorced,secondary,no,2169,yes,no,unknown,30,54,3,-1,0,unknown,no
48,blue-collar,married,unknown,no,2201,yes,no,unknown,29,364,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,22,yes,no,cellular,14,145,1,-1,0,unknown,no
40,services,married,secondary,no,574,yes,no,unknown,15,68,3,-1,0,unknown,no
43,management,married,tertiary,no,1646,yes,no,cellular,20,214,1,-1,0,unknown,no
43,management,married,tertiary,no,2383,no,no,cellular,13,379,6,-1,0,unknown,yes
32,technician,single,tertiary,no,5514,no,no,telephone,22,181,1,-1,0,unknown,yes
44,technician,divorced,secondary,no,303,yes,yes,unknown,3,51,1,-1,0,unknown,no
50,services,married,secondary,no,1501,no,no,cellular,21,946,4,-1,0,unknown,yes
27,blue-collar,single,primary,no,431,yes,no,unknown,15,286,2,-1,0,unknown,no
46,admin.,divorced,tertiary,no,846,yes,no,unknown,8,369,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,6699,yes,no,cellular,20,201,3,-1,0,unknown,no
40,technician,divorced,secondary,no,-375,yes,no,cellular,13,60,5,-1,0,unknown,no
61,retired,married,secondary,no,86,no,no,cellular,25,639,1,94,1,success,yes
46,management,married,tertiary,no,0,no,no,cellular,19,328,1,-1,0,unknown,no
39,admin.,married,secondary,no,607,yes,no,cellular,12,454,2,364,3,failure,yes
25,blue-collar,married,secondary,no,895,no,no,cellular,21,317,3,-1,0,unknown,no
29,admin.,single,secondary,no,1027,yes,no,cellular,2,177,1,-1,0,unknown,yes
35,student,single,tertiary,no,7,yes,no,telephone,4,72,2,247,1,other,no
50,blue-collar,married,primary,yes,354,yes,no,unknown,7,123,2,-1,0,unknown,no
34,services,single,secondary,no,16,yes,no,cellular,20,340,1,-1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,unknown,4,205,6,-1,0,unknown,no
30,technician,single,secondary,no,2544,no,no,cellular,8,108,2,-1,0,unknown,yes
28,admin.,single,tertiary,no,313,no,yes,cellular,26,461,2,326,4,failure,no
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,588,1,-1,0,unknown,no
60,unemployed,married,primary,no,0,no,no,cellular,22,1193,1,412,1,other,yes
33,blue-collar,married,primary,no,0,yes,no,unknown,15,270,1,-1,0,unknown,no
43,technician,divorced,tertiary,no,27,no,no,cellular,7,412,4,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,261,1,-1,0,unknown,no
54,services,married,secondary,no,6376,no,no,cellular,13,274,3,-1,0,unknown,no
30,blue-collar,married,primary,no,2,yes,yes,cellular,13,7,6,-1,0,unknown,no
32,management,single,tertiary,no,10281,no,no,cellular,22,400,1,-1,0,unknown,yes
33,admin.,married,secondary,no,-167,yes,no,unknown,26,121,1,-1,0,unknown,no
31,technician,single,secondary,no,373,no,no,cellular,22,346,5,-1,0,unknown,no
34,technician,single,tertiary,no,992,yes,no,cellular,5,71,2,-1,0,unknown,yes
44,blue-collar,single,secondary,no,184,yes,no,cellular,11,196,2,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,59,yes,no,cellular,13,157,3,-1,0,unknown,no
28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,54,3,-1,0,unknown,no
48,management,married,tertiary,no,-10,no,no,cellular,4,144,1,-1,0,unknown,no
52,management,married,tertiary,no,388,no,no,cellular,25,272,1,-1,0,unknown,yes
37,unemployed,single,tertiary,no,1316,yes,no,cellular,18,389,1,172,2,failure,no
61,retired,married,primary,no,1515,yes,no,cellular,15,253,2,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,cellular,18,453,1,67,9,success,yes
25,technician,single,secondary,no,325,no,no,cellular,22,716,3,-1,0,unknown,yes
36,admin.,married,tertiary,no,586,yes,no,cellular,28,126,1,-1,0,unknown,no
27,management,single,tertiary,no,205,no,no,cellular,13,204,3,-1,0,unknown,no
44,entrepreneur,married,primary,no,1434,yes,no,cellular,18,284,3,-1,0,unknown,no
40,blue-collar,married,primary,no,481,yes,no,cellular,20,228,3,347,1,failure,no
25,student,single,secondary,no,1919,yes,no,cellular,15,264,1,351,4,failure,no
44,entrepreneur,married,secondary,no,168,no,no,unknown,19,167,2,-1,0,unknown,no
30,admin.,divorced,secondary,no,377,yes,no,unknown,4,524,15,-1,0,unknown,yes
32,management,married,tertiary,no,820,yes,no,cellular,17,738,3,-1,0,unknown,no
53,unemployed,married,secondary,no,1561,no,no,cellular,20,689,2,-1,0,unknown,no
43,management,single,tertiary,no,1046,no,no,unknown,9,901,1,-1,0,unknown,yes
29,unemployed,married,tertiary,no,111,yes,no,cellular,14,216,1,-1,0,unknown,no
51,services,married,secondary,no,-178,yes,yes,unknown,29,48,1,-1,0,unknown,no
32,management,married,tertiary,no,628,no,no,cellular,30,280,1,-1,0,unknown,no
27,admin.,single,secondary,no,13,yes,no,telephone,8,103,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,61,1,-1,0,unknown,no
41,blue-collar,married,primary,no,191,yes,no,unknown,8,67,1,-1,0,unknown,no
42,management,married,tertiary,no,1162,yes,no,cellular,13,406,5,364,1,other,no
30,technician,single,tertiary,no,0,no,no,cellular,28,262,6,-1,0,unknown,no
51,blue-collar,married,primary,no,196,yes,no,unknown,16,248,1,-1,0,unknown,no
34,technician,single,tertiary,no,0,yes,no,cellular,17,158,2,-1,0,unknown,no
25,services,single,secondary,no,-371,yes,no,cellular,18,147,2,347,3,other,no
61,retired,married,tertiary,no,2557,yes,no,cellular,11,139,3,190,1,success,yes
43,blue-collar,married,secondary,no,1343,yes,yes,cellular,25,211,2,-1,0,unknown,no
33,housemaid,married,secondary,no,230,no,yes,cellular,29,264,2,-1,0,unknown,no
36,management,single,tertiary,no,-38,yes,no,unknown,14,784,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,0,yes,no,unknown,26,30,1,-1,0,unknown,no
31,technician,married,tertiary,no,1503,yes,yes,cellular,8,257,2,-1,0,unknown,no
24,technician,single,primary,no,126,yes,no,unknown,20,10,58,-1,0,unknown,no
22,student,single,unknown,no,1232,no,no,cellular,30,283,1,430,2,other,yes
65,retired,married,secondary,no,2,no,no,cellular,14,450,1,-1,0,unknown,yes
54,entrepreneur,single,tertiary,no,5417,yes,no,cellular,3,376,1,-1,0,unknown,no
53,blue-collar,single,primary,no,-137,yes,yes,unknown,28,72,1,-1,0,unknown,no
38,management,married,tertiary,no,845,no,no,cellular,23,134,1,-1,0,unknown,no
37,technician,married,secondary,no,1613,yes,no,cellular,8,266,1,281,11,other,no
34,technician,married,tertiary,no,2656,yes,no,cellular,24,302,1,-1,0,unknown,no
52,unemployed,married,tertiary,no,1023,no,no,cellular,7,107,6,-1,0,unknown,no
37,technician,married,secondary,no,523,yes,no,cellular,8,171,2,139,4,failure,no
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,707,14,-1,0,unknown,yes
46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,566,2,-1,0,unknown,yes
46,blue-collar,married,secondary,no,521,yes,no,cellular,29,246,1,226,3,failure,no
30,management,single,tertiary,no,1673,no,no,cellular,4,200,1,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,21,no,no,cellular,21,118,3,-1,0,unknown,no
53,self-employed,married,secondary,no,468,yes,no,unknown,8,89,5,-1,0,unknown,no
35,management,married,tertiary,no,38,no,no,cellular,26,194,8,-1,0,unknown,no
46,management,married,tertiary,no,1103,yes,no,cellular,13,185,2,278,3,failure,no
24,technician,single,secondary,no,-232,yes,no,cellular,18,108,1,-1,0,unknown,no
34,admin.,married,secondary,no,3185,yes,no,cellular,20,93,1,191,1,failure,no
41,self-employed,married,secondary,no,634,yes,no,cellular,16,239,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,7602,no,no,cellular,20,222,1,-1,0,unknown,no
47,technician,married,secondary,no,232,yes,no,cellular,24,208,1,-1,0,unknown,no
32,technician,single,secondary,no,1698,yes,no,unknown,20,115,1,-1,0,unknown,no
31,management,married,tertiary,no,1812,no,no,cellular,12,112,1,104,1,success,no
37,admin.,single,secondary,no,1003,no,no,cellular,9,259,3,-1,0,unknown,no
29,management,single,tertiary,no,15459,no,no,cellular,26,245,3,97,7,success,no
28,services,married,secondary,no,468,yes,yes,unknown,3,222,1,-1,0,unknown,no
26,blue-collar,married,primary,no,755,yes,no,unknown,28,61,1,-1,0,unknown,no
59,technician,married,tertiary,no,883,no,no,cellular,18,1551,1,31,3,failure,no
40,services,married,secondary,no,51,yes,no,cellular,11,50,1,-1,0,unknown,no
32,blue-collar,married,primary,no,634,no,no,cellular,29,696,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,13683,yes,no,unknown,3,115,3,-1,0,unknown,no
42,housemaid,married,primary,yes,16,no,no,unknown,11,79,1,-1,0,unknown,no
58,retired,married,secondary,no,1463,yes,no,unknown,19,446,1,-1,0,unknown,no
46,admin.,single,secondary,no,1790,yes,no,unknown,5,214,5,-1,0,unknown,no
33,blue-collar,single,primary,no,165,yes,no,cellular,15,139,2,-1,0,unknown,no
56,unemployed,married,secondary,no,12,no,no,cellular,12,511,3,187,1,failure,yes
60,services,married,tertiary,no,6557,no,no,cellular,7,214,2,-1,0,unknown,no
26,technician,single,tertiary,no,152,no,no,cellular,30,151,2,2,1,other,no
32,management,married,tertiary,no,169,no,no,telephone,14,698,2,-1,0,unknown,yes
42,blue-collar,married,secondary,no,525,yes,no,unknown,20,10,6,-1,0,unknown,no
27,student,single,secondary,no,2784,yes,no,telephone,20,153,1,328,1,failure,no
43,technician,divorced,secondary,no,-414,no,no,cellular,27,590,4,-1,0,unknown,no
27,unemployed,single,tertiary,no,127,no,no,cellular,3,449,3,-1,0,unknown,no
57,technician,married,primary,no,0,no,no,unknown,5,58,8,-1,0,unknown,no
45,management,married,tertiary,no,199,no,no,unknown,19,95,5,-1,0,unknown,no
27,technician,single,secondary,no,3,no,no,unknown,3,68,6,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,30,199,1,205,1,failure,no
36,blue-collar,married,primary,no,287,yes,no,unknown,30,157,3,-1,0,unknown,no
36,technician,single,tertiary,no,97,no,no,cellular,28,69,17,-1,0,unknown,no
32,admin.,single,secondary,no,146,no,no,unknown,27,111,10,-1,0,unknown,no
53,technician,divorced,secondary,no,751,yes,no,unknown,16,343,4,-1,0,unknown,no
30,management,married,tertiary,no,357,yes,no,cellular,8,78,2,289,2,other,no
31,blue-collar,married,secondary,no,1908,no,no,cellular,12,225,1,-1,0,unknown,no
41,management,single,tertiary,no,572,yes,no,unknown,8,8,2,-1,0,unknown,no
29,technician,married,tertiary,no,534,no,no,cellular,30,452,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,no,no,cellular,13,159,1,87,3,success,yes
57,admin.,married,secondary,no,100,no,no,unknown,28,23,16,-1,0,unknown,no
51,services,married,unknown,no,5801,yes,no,unknown,29,147,2,-1,0,unknown,no
48,housemaid,married,secondary,no,513,no,yes,cellular,28,939,3,-1,0,unknown,yes
41,self-employed,single,tertiary,no,0,no,no,cellular,7,408,1,-1,0,unknown,no
51,management,single,tertiary,no,824,no,no,unknown,19,102,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,232,4,253,1,failure,no
38,management,married,tertiary,no,-113,yes,no,cellular,17,141,1,323,3,failure,no
50,self-employed,single,secondary,no,0,yes,no,telephone,19,590,2,-1,0,unknown,no
30,admin.,single,secondary,no,939,yes,no,cellular,17,207,1,-1,0,unknown,no
56,blue-collar,single,secondary,no,663,no,yes,cellular,8,819,3,-1,0,unknown,yes
32,blue-collar,single,primary,no,7,yes,no,cellular,13,109,1,-1,0,unknown,no
56,management,divorced,tertiary,no,-141,no,no,cellular,28,101,4,-1,0,unknown,no
31,management,single,tertiary,no,30,no,no,cellular,12,348,2,-1,0,unknown,no
33,blue-collar,married,primary,yes,-542,yes,no,cellular,6,116,2,-1,0,unknown,no
31,admin.,single,secondary,no,358,yes,no,unknown,14,180,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,513,1,-1,0,unknown,yes
56,services,married,secondary,no,4719,yes,yes,cellular,7,82,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,866,yes,no,cellular,16,344,1,-1,0,unknown,no
30,technician,single,secondary,no,13,no,no,cellular,21,379,1,-1,0,unknown,no
26,admin.,single,secondary,no,766,no,no,cellular,15,457,2,-1,0,unknown,yes
34,technician,married,secondary,no,508,no,no,cellular,30,795,1,-1,0,unknown,no
36,management,married,secondary,no,3,no,no,cellular,14,250,2,-1,0,unknown,no
33,management,single,tertiary,no,76,yes,no,unknown,7,256,3,-1,0,unknown,no
75,retired,divorced,secondary,no,1341,no,no,cellular,18,415,7,-1,0,unknown,yes
33,blue-collar,divorced,secondary,no,744,yes,no,cellular,21,59,3,-1,0,unknown,no
28,management,single,tertiary,no,-227,yes,no,unknown,4,298,2,-1,0,unknown,no
42,management,married,secondary,no,-189,yes,no,unknown,12,247,2,-1,0,unknown,no
37,management,single,tertiary,no,600,yes,no,cellular,17,116,2,196,1,failure,no
36,admin.,married,secondary,no,498,yes,no,cellular,29,151,1,253,1,failure,no
35,services,married,secondary,no,2918,no,yes,cellular,16,815,2,407,3,success,yes
44,technician,single,secondary,no,2403,yes,no,unknown,30,158,1,-1,0,unknown,no
59,management,single,tertiary,no,68,yes,no,unknown,28,176,2,-1,0,unknown,no
57,unknown,single,secondary,no,316,no,no,unknown,20,8,7,-1,0,unknown,no
32,blue-collar,single,secondary,no,218,yes,no,cellular,18,134,1,-1,0,unknown,no
33,technician,married,secondary,no,480,yes,no,cellular,30,272,1,270,1,other,no
32,blue-collar,married,primary,no,158,yes,no,unknown,16,84,4,-1,0,unknown,no
35,management,married,tertiary,no,-640,yes,yes,unknown,5,78,6,-1,0,unknown,no
61,retired,married,primary,no,197,no,no,cellular,17,113,1,-1,0,unknown,yes
53,management,married,tertiary,no,37,no,no,cellular,28,51,9,-1,0,unknown,no
60,housemaid,married,primary,no,182,no,no,cellular,27,83,2,76,3,failure,no
36,management,single,tertiary,yes,-508,yes,no,cellular,17,832,2,-1,0,unknown,no
47,services,married,secondary,no,24,no,yes,cellular,7,95,2,-1,0,unknown,no
41,admin.,single,tertiary,no,1455,yes,no,unknown,30,87,1,-1,0,unknown,no
36,technician,married,tertiary,no,-718,yes,no,unknown,20,11,20,-1,0,unknown,no
57,admin.,married,primary,no,1694,yes,no,telephone,17,378,1,-1,0,unknown,no
24,student,single,secondary,no,597,yes,no,cellular,20,943,3,-1,0,unknown,yes
41,blue-collar,married,primary,no,-52,yes,no,unknown,8,120,5,-1,0,unknown,no
37,management,single,tertiary,no,0,no,no,cellular,20,107,1,258,3,other,no
23,services,single,secondary,no,279,yes,no,cellular,18,843,1,370,1,failure,yes
37,services,married,secondary,no,2678,no,no,cellular,25,156,1,-1,0,unknown,yes
34,services,married,secondary,no,-538,yes,no,unknown,26,682,1,-1,0,unknown,yes
75,unknown,married,tertiary,no,643,no,no,cellular,15,522,2,-1,0,unknown,no
42,blue-collar,married,unknown,no,452,yes,no,cellular,17,359,2,-1,0,unknown,no
30,services,divorced,secondary,no,21,no,no,cellular,17,49,1,-1,0,unknown,no
33,technician,single,secondary,no,177,yes,no,unknown,23,293,1,-1,0,unknown,no
46,self-employed,single,secondary,no,526,no,no,cellular,4,326,1,96,3,success,no
34,technician,married,secondary,no,657,no,no,cellular,5,263,2,-1,0,unknown,no
31,management,single,tertiary,no,391,yes,no,cellular,12,454,3,-1,0,unknown,no
38,management,married,tertiary,no,1221,yes,no,unknown,3,258,1,-1,0,unknown,no
45,management,divorced,secondary,no,644,yes,no,unknown,4,633,1,-1,0,unknown,yes
34,admin.,married,secondary,no,50,yes,no,unknown,20,89,2,-1,0,unknown,no
40,services,divorced,secondary,no,0,no,no,unknown,21,111,4,-1,0,unknown,no
41,blue-collar,married,secondary,no,382,yes,no,telephone,17,218,2,-1,0,unknown,no
35,management,married,secondary,no,291,yes,no,unknown,26,327,1,-1,0,unknown,no
80,retired,married,primary,no,1021,no,no,telephone,26,37,1,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,12,94,2,-1,0,unknown,no
36,management,married,tertiary,no,9324,yes,no,cellular,30,138,8,-1,0,unknown,no
30,technician,married,tertiary,no,88,no,no,unknown,4,219,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,293,yes,no,cellular,17,1017,1,325,1,other,yes
77,retired,married,primary,no,680,no,no,telephone,27,341,4,94,3,failure,no
44,services,married,secondary,no,-236,yes,no,cellular,18,218,2,113,7,success,no
